SCRAM,WEEK,EST_ST,EST_MSA,PWEIGHT,TBIRTH_YEAR,ABIRTH_YEAR,EGENDER,AGENDER,RHISPANIC,AHISPANIC,RRACE,ARACE,EEDUC,AEDUC,MS,THHLD_NUMPER,AHHLD_NUMPER,THHLD_NUMKID,AHHLD_NUMKID,THHLD_NUMADLT,WRKLOSS,EXPCTLOSS,ANYWORK,KINDWORK,RSNNOWRK,UNEMPPAY,PRIFOODSUF,CURFOODSUF,FOODSUFRSN1,FOODSUFRSN2,FOODSUFRSN3,FOODSUFRSN4,FOODSUFRSN5,FREEFOOD,WHEREFREE1,WHEREFREE2,WHEREFREE3,WHEREFREE4,WHEREFREE5,WHEREFREE6,WHEREFREE7,TSPNDFOOD,TSPNDPRPD,FOODCONF,HLTHSTATUS,ANXIOUS,WORRY,INTEREST,DOWN,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,DELAY,NOTGET,TENURE,MORTLMTH,MORTCONF,ENROLL1,ENROLL2,ENROLL3,TEACH1,TEACH2,TEACH3,TEACH4,TEACH5,COMPAVAIL,COMP1,COMP2,COMP3,INTRNTAVAIL,INTRNT1,INTRNT2,INTRNT3,TSCHLHRS,TTCH_HRS,INCOME,female,internet_access
V010900001S77010837740012,1,01,NA,1653.5882077,1965,2,2,2,1,2,1,2,4,2,3,2,2,0,2,2,1,1,2,NA,9,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010900001S79010728660012,1,01,NA,1943.7087471,1972,2,2,2,1,2,2,2,4,2,1,3,2,0,2,3,1,2,2,NA,10,4,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,180,0,3,3,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V010900001S97010826840011,1,01,NA,1161.0196055,1983,2,2,2,1,2,1,2,4,2,1,4,2,2,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,200,100,4,2,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,1,NA,0,10,5,1,1
V010900002S02020037900011,1,02,NA,185.91628654,1984,2,2,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,50,50,4,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010900002S02020047900012,1,02,NA,164.61734191,1954,2,1,1,1,2,1,2,7,2,3,4,2,1,2,3,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,320,220,4,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,6,4,6,0,1
V010900002S02020057900013,1,02,NA,270.05028176,1958,2,1,2,1,2,1,2,6,2,1,4,2,0,2,4,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,25,4,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V010900002S02020190630011,1,02,NA,135.02514088,1959,2,1,2,1,1,1,2,7,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,0,3,1,4,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
V010900002S02020202530013,1,02,NA,146.22114697,1971,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,75,4,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
V010900002S02020211620013,1,02,NA,171.9120363,1951,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,1,1,2,NA,7,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010900002S02020219700011,1,02,NA,135.02514088,1956,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,2,NA,12,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,125,0,3,3,1,1,2,1,1,2,2,2,1,1,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V010900002S02020573320012,1,02,NA,117.40466536,1988,2,2,2,1,2,1,2,4,2,1,3,2,1,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,220,25,3,3,2,1,1,1,2,2,2,1,2,2,2,2,2,2,3,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V010900002S02020583320013,1,02,NA,117.16180801,1953,2,2,2,1,2,1,2,4,2,3,1,2,0,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,60,4,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010900002S02020591500012,1,36,NA,181.75276161,1974,2,2,2,1,2,1,2,7,2,1,3,2,0,2,3,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,40,4,3,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V010900002S02020683310013,1,02,NA,61.574543326,1958,2,2,2,1,2,1,1,6,2,2,1,2,0,2,1,1,1,2,NA,8,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010900002S02020745120011,1,02,NA,501.31647527,1986,2,1,2,1,2,4,2,3,2,5,1,2,0,2,1,2,2,1,2,NA,NA,2,2,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,100,30,2,4,3,4,4,3,2,2,2,2,2,NA,NA,NA,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0
V010900002S02020756030013,1,02,NA,250.85838483,1960,2,2,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,15,4,2,3,3,3,3,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V010900002S02020783300013,1,02,NA,121.50265705,1993,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,50,4,3,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010900002S02020836020011,1,02,NA,233.72132779,1975,2,2,2,1,2,4,2,4,2,1,3,2,1,2,2,2,1,1,4,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,157,65,2,3,2,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010900002S03021638850013,1,02,NA,77.914485305,1990,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,50,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V010900002S05021547950013,1,02,NA,321.29284596,1994,2,2,2,2,2,3,2,3,2,5,2,2,0,2,2,2,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,100,4,2,2,2,1,1,1,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010900002S07021082460012,1,02,NA,150.00741322,1969,2,2,2,1,2,1,2,5,2,3,3,2,1,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,150,4,1,2,2,1,1,1,2,2,2,2,2,2,2,1,2,3,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,3,7,1,1
V010900002S07021274260013,1,02,NA,376.28757724,1965,2,2,2,1,2,1,2,4,2,1,4,2,1,2,3,1,1,2,NA,12,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,250,87,4,3,4,4,NA,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,5,15,8,1,1
V010900002S07021518860011,1,02,NA,189.03926041,1995,2,1,2,1,2,4,2,5,2,5,1,2,0,2,1,1,1,2,NA,9,4,1,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,2,1,1,1,2,2,2,2,2,2,1,1,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V010900002S07021538860013,1,02,NA,111.46120189,1968,2,1,2,1,2,1,2,4,2,1,3,2,0,2,3,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V010900002S07021700760012,1,02,NA,109.74489461,1947,2,1,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,1,1,1,1,1,2,1,2,2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V010900002S09020102540013,1,02,NA,94.190846003,1986,2,2,2,1,2,3,2,6,2,1,4,2,2,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,100,3,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,1
V010900002S09020191540012,1,02,NA,51.735293492,1980,2,2,2,1,2,1,2,7,2,4,2,2,1,2,1,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,25,4,1,2,2,1,3,2,2,2,2,1,2,2,2,1,1,3,3,5,1,NA,NA,1,1,NA,NA,NA,2,NA,1,NA,2,NA,1,NA,4,10,7,1,1
V010900002S09020373340012,1,06,NA,98.526545068,1984,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,1,1,2,NA,10,4,1,2,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,4,3,3,2,1,2,2,2,2,2,2,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010900002S09020545140011,1,02,NA,116.87172796,1986,2,2,2,1,2,1,2,7,2,1,3,2,0,2,3,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,0,4,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V010900002S09020565140013,1,02,NA,497.48670737,2000,2,2,2,1,2,3,2,4,2,5,4,2,1,2,3,2,2,2,NA,1,4,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,20,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,2,NA,1,NA,4,1,5,1,1
V010900002S09020829740013,1,02,NA,116.87172796,1990,2,2,2,1,2,1,2,6,2,5,3,2,0,2,3,1,1,2,NA,9,4,1,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0,50,3,3,4,4,2,2,2,2,2,1,2,2,2,2,2,2,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V010900002S22021899650011,1,30,NA,65.309016395,1943,2,2,2,1,2,1,2,7,2,2,1,2,0,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,0,4,2,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V010900004S52040705720013,1,04,38060,2480.2672084,1961,2,1,2,1,2,1,2,6,2,1,4,2,0,2,4,1,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,220,60,4,2,2,3,2,2,1,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V010900004S52040768620012,1,04,NA,1378.1685389,1951,2,2,2,1,2,1,2,4,2,3,1,2,0,2,1,2,2,2,NA,6,4,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45,23,3,4,1,1,2,1,2,1,1,2,2,2,2,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V010900004S72040277030011,1,04,NA,9739.0081284,1949,2,1,2,1,2,1,2,3,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,150,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V010900004S91040096510013,1,04,NA,6967.687444,1976,2,1,2,1,2,1,2,3,2,1,2,2,0,2,2,1,1,1,2,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,300,50,3,3,2,2,3,2,1,2,2,2,2,2,2,2,2,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V010900004S91040441120013,1,04,NA,13639.532562,1947,2,2,2,1,2,1,2,3,2,1,3,2,0,2,3,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,50,3,2,2,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010900005S13050791020011,1,05,NA,1207.6497225,1958,2,2,2,1,2,1,2,6,2,1,3,2,0,2,3,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,50,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V010900005S13051648380012,1,05,NA,10116.952978,1991,2,2,2,1,2,1,2,3,2,1,4,2,1,2,3,2,2,2,NA,6,4,2,2,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,100,20,1,5,1,1,4,2,1,2,2,2,2,2,2,2,1,1,3,1,3,1,NA,NA,1,NA,NA,NA,NA,4,NA,1,NA,4,NA,NA,1,0,15,2,1,0
V010900005S13051900280011,1,05,NA,2846.4214339,1975,2,1,2,1,2,4,2,7,2,1,5,2,2,2,3,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,511,130,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,3,48,6,0,1
V010900005S15050410230011,1,05,NA,3753.3092015,1972,2,2,2,1,2,1,2,4,2,3,4,2,0,2,4,1,1,2,NA,12,4,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,58,0,2,4,4,4,4,4,1,2,1,1,2,2,2,2,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V010900005S19050050250013,1,05,NA,1087.3388769,1947,2,2,2,1,2,1,2,6,2,1,2,2,0,2,2,1,1,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,250,30,4,1,1,1,1,1,2,2,1,1,1,1,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V010900005S34051273880011,1,05,NA,1485.0531738,1963,2,1,2,1,2,1,2,6,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,300,3,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0
V010900005S36050591040011,1,36,NA,561.87192755,1984,2,1,2,1,2,1,2,7,2,5,1,2,0,2,1,2,2,1,2,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,0,150,4,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,0
V010900005S50050630200012,1,05,NA,1236.2991333,1960,2,2,2,1,2,1,2,4,2,5,2,2,0,2,2,1,2,2,NA,6,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,184,0,2,5,4,1,4,2,2,2,1,1,2,2,2,2,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V010900005S52051205770013,1,05,NA,1490.7271164000001,1968,2,1,2,1,2,1,2,4,2,1,3,2,0,1,3,1,1,2,NA,10,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,225,175,4,2,3,2,1,2,2,1,2,2,2,2,2,2,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,0,7,0,1
V010900005S58050764740011,1,05,NA,969.41597703,1979,2,1,2,1,2,1,2,6,2,1,7,2,5,2,2,2,2,2,NA,10,1,1,3,1,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,75,0,1,3,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,1,2,1,NA,NA,1,1,1,NA,NA,2,NA,1,NA,2,NA,1,NA,0,12,5,0,1
V010900005S70050196500013,1,05,NA,1375.3970727,1973,2,1,2,2,2,1,2,7,2,1,4,2,1,2,3,1,1,1,5,NA,NA,2,2,1,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,300,200,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,3,1,NA,NA,1,1,NA,NA,NA,1,1,1,NA,1,NA,1,NA,15,12,3,0,1
V010900005S70050356500011,1,05,NA,712.46244679,1952,2,1,2,1,2,1,2,6,2,2,1,2,0,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,0,4,2,1,1,1,1,2,2,1,2,2,2,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V010900005S91051121160012,1,05,NA,695.62404788,1946,2,2,2,1,2,1,2,5,2,2,1,2,0,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,NA,4,3,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V010900005S95050503930012,1,48,NA,799.1467538,1969,2,2,2,1,2,1,2,7,2,3,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,25,4,1,3,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V010900005S96050138340011,1,05,NA,820.50996152,1984,2,2,2,2,2,1,2,7,2,1,2,2,0,2,2,2,2,1,1,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,200,0,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V010900006S11061483040011,1,06,NA,65065.961627,1975,2,2,2,2,2,1,1,3,2,1,6,2,2,2,4,1,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,300,200,4,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,7,25,5,1,1
V010900006S37060592120011,1,06,NA,8174.740942,1980,2,2,2,1,2,1,2,6,2,1,4,2,2,2,2,1,1,2,NA,10,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010900006S37060749810012,1,06,NA,22435.871066,1961,2,1,2,2,2,1,2,4,2,1,4,2,1,2,3,1,2,2,NA,8,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,165,40,4,3,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,12,8,5,0,1
V010900006S77060986520013,1,06,NA,10063.105405,1961,2,2,2,1,2,1,2,5,2,1,2,2,0,2,2,2,2,2,NA,12,4,1,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,75,20,4,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0
V010900008S10080376500013,1,08,NA,2574.2853227,1963,2,1,2,2,2,1,2,6,2,1,4,2,2,2,2,1,1,2,NA,10,3,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,275,250,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,0,1
V010900008S13080156530012,1,08,NA,1730.6892534,1964,2,2,2,1,2,2,2,6,2,5,2,2,0,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,20,4,3,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0
V010900008S13080258330013,1,08,NA,1049.3761388,1966,2,2,2,1,2,1,2,6,2,1,2,2,0,1,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,100,4,1,3,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,0
V010900008S14080218350011,1,08,NA,1236.0337451,1982,2,2,2,1,2,1,2,4,2,3,4,2,2,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V010900008S14080312060013,1,08,NA,5631.2507341,1991,2,1,2,1,2,1,2,4,2,1,5,2,3,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,60,4,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,1
