SCRAM,WEEK,EST_ST,EST_MSA,PWEIGHT,TBIRTH_YEAR,ABIRTH_YEAR,EGENDER,AGENDER,RHISPANIC,AHISPANIC,RRACE,ARACE,EEDUC,AEDUC,MS,THHLD_NUMPER,AHHLD_NUMPER,THHLD_NUMKID,AHHLD_NUMKID,THHLD_NUMADLT,WRKLOSS,EXPCTLOSS,ANYWORK,KINDWORK,RSNNOWRK,UNEMPPAY,PRIFOODSUF,CURFOODSUF,FOODSUFRSN1,FOODSUFRSN2,FOODSUFRSN3,FOODSUFRSN4,FOODSUFRSN5,FREEFOOD,WHEREFREE1,WHEREFREE2,WHEREFREE3,WHEREFREE4,WHEREFREE5,WHEREFREE6,WHEREFREE7,TSPNDFOOD,TSPNDPRPD,FOODCONF,HLTHSTATUS,ANXIOUS,WORRY,INTEREST,DOWN,HLTHINS1,HLTHINS2,HLTHINS3,HLTHINS4,HLTHINS5,HLTHINS6,HLTHINS7,HLTHINS8,DELAY,NOTGET,TENURE,MORTLMTH,MORTCONF,ENROLL1,ENROLL2,ENROLL3,TEACH1,TEACH2,TEACH3,TEACH4,TEACH5,COMPAVAIL,COMP1,COMP2,COMP3,INTRNTAVAIL,INTRNT1,INTRNT2,INTRNT3,TSCHLHRS,TTCH_HRS,INCOME,female,internet_access
V016830005S16350204690013,1,35,NA,231.62147652,1977,2,2,2,2,2,1,2,4,2,1,4,2,2,2,2,1,2,1,2,NA,NA,2,2,NA,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,300,250,2,3,3,3,4,3,1,2,2,2,2,2,2,2,1,1,2,1,3,1,NA,NA,1,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,1,0,4,1,1
V016830005S50350600040011,1,35,NA,3012.1943311,1986,2,2,2,2,2,1,2,5,2,1,5,2,2,2,3,1,1,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,150,4,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,NA,NA,1,NA,NA,NA,1,1,NA,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,1,1
V016830005S53350672760011,1,40,NA,2473.5354287,1993,2,1,2,1,1,4,2,4,2,5,3,2,0,2,3,1,2,2,NA,12,4,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,0,100,4,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V016830005S54350858180013,1,48,NA,415.34766334,1977,2,1,2,1,2,1,2,4,2,1,4,2,2,2,2,1,1,1,2,NA,NA,4,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,20,4,3,2,2,4,2,1,2,2,2,2,2,2,2,2,2,3,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,4,10,6,0,1
V016830005S54350938180012,1,35,NA,605.69960201,1965,2,2,2,1,2,1,2,6,2,1,3,2,0,2,3,1,2,2,NA,10,4,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,300,0,4,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V016830005S70350348140012,1,35,NA,236.34571974,1957,2,1,2,1,2,1,2,4,2,2,1,2,0,2,1,2,1,1,4,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,0,3,5,4,4,4,4,1,2,2,2,2,2,2,2,1,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,0
V016830005S71350422850013,1,35,NA,201.89986734,1961,2,2,2,1,2,1,2,6,2,1,2,2,1,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,127,20,4,3,2,1,1,1,1,2,2,2,2,2,2,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V016830005S72350228160011,1,35,NA,317.88417689,1964,2,1,2,1,2,1,2,6,2,1,2,2,0,1,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,430,35,4,1,4,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
V016830005S94350381880011,1,35,NA,224.48240362,1984,2,2,2,1,2,1,2,4,2,5,2,2,0,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,75,30,4,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V016830005S94350585480013,1,12,NA,220.75357946,1962,2,2,2,1,2,1,2,5,2,3,1,2,0,2,1,1,1,2,NA,12,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,50,70,2,3,4,4,3,2,2,1,2,2,2,2,2,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V016830005S94350745480011,1,35,NA,522.15927141,1969,2,1,2,1,2,1,2,7,2,1,3,2,1,2,2,2,2,1,2,NA,NA,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,150,30,4,1,4,4,2,1,1,2,2,2,2,2,2,2,1,1,2,1,4,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,10,6,0,1
V016830005S94350849090013,1,35,NA,1106.6622555,1945,2,2,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,35,40,4,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V016830006S39360599430013,1,36,NA,2128.8916453,1964,2,2,2,1,2,1,2,6,2,3,1,2,0,2,1,1,1,1,2,NA,NA,2,2,1,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,80,0,1,3,3,3,3,2,1,2,2,2,2,2,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830006S39360868430012,1,36,NA,2128.8916453,1958,2,2,2,1,2,1,2,6,2,3,1,2,0,2,1,2,2,1,3,NA,NA,2,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,45,20,4,1,2,2,3,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V016830006S70360172200013,1,36,NA,11440.608934,1945,2,2,2,1,2,1,2,5,2,1,2,2,0,2,2,1,1,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830006S92360250310012,1,39,NA,4795.4367046,1992,2,2,2,1,2,3,2,7,2,5,1,2,0,2,1,2,2,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,120,30,4,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V016830007S12370509500011,1,37,NA,1716.7246774,1955,2,2,2,1,2,1,2,7,2,3,1,2,0,2,1,1,1,2,NA,8,4,1,2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,106,10,3,5,1,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V016830007S32370167700013,1,37,NA,1313.8773149,1967,2,2,2,1,2,1,2,5,2,2,1,2,0,2,1,2,2,2,NA,12,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,50,4,3,4,4,2,4,2,2,2,2,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V016830007S33371648660013,1,45,NA,10865.895431,1961,2,2,2,1,2,1,2,3,2,1,2,2,0,2,2,1,1,1,2,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,275,90,4,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V016830007S38371426880011,1,37,NA,9463.5236912,1996,2,2,2,1,2,1,2,6,2,2,3,2,1,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,50,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,0,0,4,1,1
V016830007S38371961390011,1,37,NA,2324.2762317,1983,2,2,2,1,2,1,2,7,2,1,4,2,2,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V016830007S54370329510012,1,45,NA,5768.2069296,1987,2,2,2,1,2,2,2,2,2,4,4,2,3,2,1,2,2,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,100,4,2,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,4,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,1,6,1,1,1
V016830007S76370866820013,1,37,NA,7122.6008885,1970,2,1,2,1,2,1,2,6,2,1,5,2,2,2,3,2,2,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,1,1,1,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,0,0
V016830007S91370601400012,1,37,NA,3324.6590874,1954,2,1,2,1,2,1,1,7,2,1,2,2,0,2,2,2,2,2,NA,7,1,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,0,3,2,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
V016830007S91371010550012,1,37,NA,3326.5866769,1988,2,2,2,1,2,1,2,6,2,1,3,2,1,2,2,2,2,1,2,NA,NA,2,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,50,30,2,2,4,4,2,3,1,2,2,2,2,2,2,2,1,1,2,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V016830007S91371544060011,1,37,NA,4619.439153,1983,2,2,2,1,2,2,2,3,2,1,5,2,4,2,1,2,2,1,1,NA,NA,3,3,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,900,200,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830007S97371981380012,1,37,NA,3324.6590874,1946,2,1,2,1,2,1,2,6,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,100,4,3,2,1,2,1,1,NA,1,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,0
V016830008S10381183360013,1,38,NA,1478.1563029,1973,2,2,2,1,2,1,2,2,2,1,8,2,2,2,6,1,1,2,NA,6,4,3,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,400,50,2,3,3,3,3,3,2,2,2,1,2,2,2,2,1,1,3,2,3,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,NA,1,13,1,1,1
V016830008S35380363340011,1,38,NA,4160.8468028,1976,2,1,2,1,2,1,2,2,2,3,5,2,0,2,5,1,2,2,NA,12,4,1,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,80,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V016830008S39380456060013,1,38,NA,318.43564099,1981,2,2,2,1,2,1,2,7,2,1,2,2,0,2,2,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,0,4,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V016830008S55380282440012,1,38,NA,874.43377185,1961,2,1,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,50,25,4,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V016830008S71380482420012,1,38,NA,1273.5124712,1970,2,2,2,1,2,1,2,4,2,1,7,2,0,2,7,1,1,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,400,90,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,0
V016830008S71380491510012,1,38,NA,2376.2757693,1946,2,2,2,1,2,1,2,6,2,1,10,2,0,2,10,1,2,2,NA,8,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,50,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,0
V016830008S90380864200012,1,38,NA,529.0228286,1952,2,1,2,1,2,1,2,4,2,1,2,2,0,2,2,2,2,1,2,NA,NA,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,40,2,3,2,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V016830008S95380829740013,1,38,NA,120.20998002,1979,2,2,2,1,2,1,2,6,2,5,1,2,0,2,1,2,2,1,1,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,80,20,4,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V016830009S14391778970012,1,39,NA,1556.0394601,1971,2,2,2,1,2,1,2,7,2,3,2,2,1,2,1,2,1,1,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,120,80,2,3,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,1,NA,1,NA,0,0,7,1,1
V016830009S16390351740012,1,39,NA,5086.0206309,1988,2,2,2,1,2,1,2,7,2,1,4,2,2,2,2,1,1,1,2,NA,NA,2,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,400,100,2,1,4,3,1,3,1,2,2,2,2,2,2,2,2,2,2,1,3,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,0,20,7,1,1
V016830009S16390431740011,1,39,NA,5570.9589355,1969,2,2,2,1,2,1,2,6,2,1,6,2,3,2,3,1,1,2,NA,8,2,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,250,50,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830009S39390080850013,1,39,NA,1874.5755538,1973,2,2,2,1,2,2,2,4,2,1,1,2,0,2,1,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,140,0,4,3,3,3,1,1,1,2,2,2,2,2,2,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V016830009S58390444450013,1,39,NA,3579.2810071,1983,2,2,2,1,2,1,2,4,2,1,3,2,1,2,2,2,2,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,150,4,2,3,3,4,2,1,2,2,2,2,2,2,2,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830009S76391113590011,1,19,NA,3539.2344663,1980,2,2,2,1,2,1,2,7,2,1,3,2,1,2,2,1,2,1,2,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,176,110,4,2,3,3,1,1,1,2,2,2,2,2,2,2,1,1,2,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V016830009S99390333560012,1,39,NA,19927.581524,1992,2,2,2,1,2,1,2,3,2,1,2,2,0,2,2,1,1,2,NA,10,4,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,20,91,2,3,4,4,4,4,2,2,2,2,2,2,2,2,2,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V016830068M31040052040012,1,04,38060,472.51826197,1978,2,2,1,1,2,1,2,4,2,5,1,2,0,2,1,2,1,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,4,4,3,3,3,3,1,2,2,2,2,2,2,2,1,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,0
V016830068M31040054840013,1,04,38060,1494.1668583,1948,2,2,2,1,2,1,2,6,2,1,2,2,0,2,2,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,300,0,4,3,3,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,0
V016830068M31040195670011,1,04,38060,482.53483483,1960,2,1,2,1,2,1,2,6,2,3,1,2,0,2,1,2,2,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,350,65,4,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V016830068M31040197480012,1,04,38060,3246.271004,1971,2,2,2,1,2,3,2,7,2,1,4,2,1,2,3,2,2,1,2,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,300,4,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,4,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,2,0,6,1,1
V016830068M31040252020012,1,04,38060,1266.3115908,1946,2,1,2,1,2,1,2,6,2,1,2,2,0,2,2,1,1,2,NA,10,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,50,4,3,3,2,2,2,2,1,1,2,2,2,2,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0
V016830068M31040386560011,1,04,38060,472.51826197,1979,2,2,2,1,2,1,2,4,2,5,1,2,0,2,1,1,1,2,NA,10,4,4,4,1,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,90,4,1,4,1,1,1,1,2,2,1,1,2,2,2,2,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V016830068M31040425720012,1,04,38060,2401.5559146,1965,2,2,2,2,2,4,2,5,2,1,2,2,0,2,2,1,1,2,NA,12,4,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,0,2,1,1,4,3,2,1,1,1,1,1,1,1,1,2,1,3,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V016830068M31040579260012,1,04,38060,1899.4673863,1953,2,1,2,1,2,1,2,7,2,1,3,2,0,2,3,2,2,1,1,NA,NA,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,85,35,4,4,2,1,2,2,2,2,1,2,2,2,2,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,0
V016830068M31040586540011,1,04,38060,1072.4881997,1935,2,2,2,1,2,1,2,4,2,2,1,2,0,2,1,2,2,2,NA,7,4,1,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,0,0,3,3,2,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,1,2,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0
V016830068M31040605710011,1,04,38060,3921.6025598,1974,2,2,2,2,2,1,1,6,2,3,5,2,1,2,4,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830068M31040668350011,1,06,31080,2726.254402,1974,2,2,2,1,2,1,2,3,2,3,3,2,1,2,2,1,1,1,2,NA,NA,3,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,200,NA,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1,1,1,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,10,20,2,1,1
V016830068M31040727500013,1,04,38060,4427.690695,1990,2,2,2,1,2,4,2,4,2,1,8,2,5,2,3,1,1,2,NA,4,4,2,2,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,140,0,1,3,4,4,4,4,1,2,2,1,2,2,2,2,1,1,3,2,1,1,NA,NA,1,1,NA,NA,NA,4,NA,1,NA,1,NA,1,NA,1,42,2,1,1
V016830068M31040799230013,1,04,38060,3661.0115695,1980,1,2,2,2,2,1,2,5,2,3,8,2,3,2,5,2,2,1,1,NA,NA,1,2,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,240,100,3,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,3,1,4,1,NA,NA,NA,1,1,NA,NA,1,1,1,NA,1,NA,1,NA,2,14,2,1,1
V016830068M31040962040013,1,04,38060,1128.5953147,1982,2,2,2,1,2,1,2,6,2,4,3,2,1,2,2,1,1,2,NA,8,3,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,100,15,2,1,4,3,2,2,2,1,2,2,2,2,2,2,1,1,2,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,0
V016830081M73060023140011,1,51,47900,2316.45668,1985,2,2,2,1,2,2,2,6,2,5,1,2,0,2,1,2,2,1,1,NA,NA,1,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,200,0,3,1,4,2,4,3,1,2,2,2,2,2,2,2,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
V016830081M73060134030012,1,06,31080,7616.3823863,1959,2,2,2,1,2,3,2,6,2,3,2,2,0,2,2,1,1,2,NA,8,4,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,50,25,3,3,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830081M73060152210012,1,06,31080,2086.3153087,1950,2,1,2,1,2,1,2,5,2,5,1,2,0,2,1,2,2,2,NA,7,4,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,45,9,4,4,2,3,3,3,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
V016830081M73060309540013,1,06,31080,13284.482178,1942,2,2,2,2,2,1,1,3,2,1,2,2,0,2,2,2,2,2,NA,7,4,2,2,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,75,20,2,4,3,2,2,2,1,2,1,2,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
V016830081M73060407720012,1,06,31080,2487.5641065,1974,2,2,2,2,2,1,2,5,2,5,1,2,0,2,1,2,2,1,2,NA,NA,2,2,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,150,40,2,3,2,2,3,2,1,2,2,2,2,2,2,2,1,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0
